site,country,lat,lon,hazard,indicator,label,scenario,year,value,model,error
Philko_Makati,PHL,14.5995,120.9842,CoastalInundation,flood_depth,FloodDepth_coastal,ssp126,2090,,flood_depth,
OCI_HQ_Seoul,KOR,37.5649,126.9793,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2030,0.0,flood_depth,
OCI_Dream_Seoul,KOR,37.5172,126.9,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2030,0.0,flood_depth,
OCI_RnD_Seongnam,KOR,37.3219,127.119,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2030,0.0,flood_depth,
Pohang_Plant,KOR,36.0095,129.3435,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2030,0.0,flood_depth,
Gwangyang_Plant,KOR,34.9393,127.6961,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2030,0.0,flood_depth,
Gunsan_Plant,KOR,35.97,126.7114,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2030,0.0,flood_depth,
Iksan_Plant,KOR,35.9333,127.0167,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2030,0.0,flood_depth,
Saehan_Recycle,KOR,35.9333,127.0167,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2030,0.0,flood_depth,
OCI_Shanghai,CHN,31.2304,121.4737,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2030,0.0,flood_depth,
MaSteel_OCI,CHN,31.6839,118.5127,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2030,0.0,flood_depth,
Shandong_OCI,CHN,34.7979,117.2571,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2030,0.0,flood_depth,
Jianyang_Carbon,CHN,26.7587,104.4734,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2030,0.0,flood_depth,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2030,0.0,flood_depth,
Philko_Makati,PHL,14.5995,120.9842,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2030,0.0,flood_depth,
OCI_HQ_Seoul,KOR,37.5649,126.9793,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2050,0.0,flood_depth,
OCI_Dream_Seoul,KOR,37.5172,126.9,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2050,0.0,flood_depth,
OCI_RnD_Seongnam,KOR,37.3219,127.119,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2050,0.0,flood_depth,
Pohang_Plant,KOR,36.0095,129.3435,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2050,0.0,flood_depth,
Gwangyang_Plant,KOR,34.9393,127.6961,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2050,0.0,flood_depth,
Gunsan_Plant,KOR,35.97,126.7114,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2050,0.0,flood_depth,
Iksan_Plant,KOR,35.9333,127.0167,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2050,0.0,flood_depth,
Saehan_Recycle,KOR,35.9333,127.0167,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2050,0.0,flood_depth,
OCI_Shanghai,CHN,31.2304,121.4737,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2050,0.0,flood_depth,
MaSteel_OCI,CHN,31.6839,118.5127,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2050,0.0,flood_depth,
Shandong_OCI,CHN,34.7979,117.2571,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2050,0.0,flood_depth,
Jianyang_Carbon,CHN,26.7587,104.4734,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2050,0.0,flood_depth,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2050,0.0,flood_depth,
Philko_Makati,PHL,14.5995,120.9842,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2050,0.0,flood_depth,
OCI_HQ_Seoul,KOR,37.5649,126.9793,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2090,0.0,flood_depth,
OCI_Dream_Seoul,KOR,37.5172,126.9,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2090,0.0,flood_depth,
OCI_RnD_Seongnam,KOR,37.3219,127.119,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2090,0.0,flood_depth,
Pohang_Plant,KOR,36.0095,129.3435,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2090,0.0,flood_depth,
Gwangyang_Plant,KOR,34.9393,127.6961,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2090,0.0,flood_depth,
Gunsan_Plant,KOR,35.97,126.7114,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2090,0.0,flood_depth,
Iksan_Plant,KOR,35.9333,127.0167,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2090,0.0,flood_depth,
Saehan_Recycle,KOR,35.9333,127.0167,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2090,0.0,flood_depth,
OCI_Shanghai,CHN,31.2304,121.4737,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2090,0.0,flood_depth,
MaSteel_OCI,CHN,31.6839,118.5127,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2090,0.0,flood_depth,
Shandong_OCI,CHN,34.7979,117.2571,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2090,0.0,flood_depth,
Jianyang_Carbon,CHN,26.7587,104.4734,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2090,0.0,flood_depth,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2090,0.0,flood_depth,
Philko_Makati,PHL,14.5995,120.9842,CoastalInundation,flood_depth,FloodDepth_coastal,ssp245,2090,0.0,flood_depth,
OCI_HQ_Seoul,KOR,37.5649,126.9793,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2030,0.0,flood_depth,
OCI_Dream_Seoul,KOR,37.5172,126.9,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2030,0.0,flood_depth,
OCI_RnD_Seongnam,KOR,37.3219,127.119,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2030,0.0,flood_depth,
Pohang_Plant,KOR,36.0095,129.3435,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2030,0.0,flood_depth,
Gwangyang_Plant,KOR,34.9393,127.6961,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2030,0.0,flood_depth,
Gunsan_Plant,KOR,35.97,126.7114,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2030,0.0,flood_depth,
Iksan_Plant,KOR,35.9333,127.0167,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2030,0.0,flood_depth,
Saehan_Recycle,KOR,35.9333,127.0167,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2030,0.0,flood_depth,
OCI_Shanghai,CHN,31.2304,121.4737,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2030,0.0,flood_depth,
MaSteel_OCI,CHN,31.6839,118.5127,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2030,0.0,flood_depth,
Shandong_OCI,CHN,34.7979,117.2571,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2030,0.0,flood_depth,
Jianyang_Carbon,CHN,26.7587,104.4734,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2030,0.0,flood_depth,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2030,0.0,flood_depth,
Philko_Makati,PHL,14.5995,120.9842,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2030,0.0,flood_depth,
OCI_HQ_Seoul,KOR,37.5649,126.9793,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2050,0.0,flood_depth,
OCI_Dream_Seoul,KOR,37.5172,126.9,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2050,0.0,flood_depth,
OCI_RnD_Seongnam,KOR,37.3219,127.119,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2050,0.0,flood_depth,
Pohang_Plant,KOR,36.0095,129.3435,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2050,0.0,flood_depth,
Gwangyang_Plant,KOR,34.9393,127.6961,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2050,0.0,flood_depth,
Gunsan_Plant,KOR,35.97,126.7114,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2050,0.0,flood_depth,
Iksan_Plant,KOR,35.9333,127.0167,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2050,0.0,flood_depth,
Saehan_Recycle,KOR,35.9333,127.0167,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2050,0.0,flood_depth,
OCI_Shanghai,CHN,31.2304,121.4737,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2050,0.0,flood_depth,
MaSteel_OCI,CHN,31.6839,118.5127,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2050,0.0,flood_depth,
Shandong_OCI,CHN,34.7979,117.2571,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2050,0.0,flood_depth,
Jianyang_Carbon,CHN,26.7587,104.4734,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2050,0.0,flood_depth,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2050,0.0,flood_depth,
Philko_Makati,PHL,14.5995,120.9842,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2050,0.0,flood_depth,
OCI_HQ_Seoul,KOR,37.5649,126.9793,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2090,0.0,flood_depth,
OCI_Dream_Seoul,KOR,37.5172,126.9,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2090,0.0,flood_depth,
OCI_RnD_Seongnam,KOR,37.3219,127.119,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2090,0.0,flood_depth,
Pohang_Plant,KOR,36.0095,129.3435,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2090,0.0,flood_depth,
Gwangyang_Plant,KOR,34.9393,127.6961,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2090,0.0,flood_depth,
Gunsan_Plant,KOR,35.97,126.7114,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2090,0.0,flood_depth,
Iksan_Plant,KOR,35.9333,127.0167,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2090,0.0,flood_depth,
Saehan_Recycle,KOR,35.9333,127.0167,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2090,0.0,flood_depth,
OCI_Shanghai,CHN,31.2304,121.4737,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2090,0.0,flood_depth,
MaSteel_OCI,CHN,31.6839,118.5127,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2090,0.0,flood_depth,
Shandong_OCI,CHN,34.7979,117.2571,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2090,0.0,flood_depth,
Jianyang_Carbon,CHN,26.7587,104.4734,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2090,0.0,flood_depth,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2090,0.0,flood_depth,
Philko_Makati,PHL,14.5995,120.9842,CoastalInundation,flood_depth,FloodDepth_coastal,ssp585,2090,0.0,flood_depth,
OCI_HQ_Seoul,KOR,37.5649,126.9793,Wind,max_speed,WindMax,ssp126,2030,,max_speed,
OCI_Dream_Seoul,KOR,37.5172,126.9,Wind,max_speed,WindMax,ssp126,2030,,max_speed,
OCI_RnD_Seongnam,KOR,37.3219,127.119,Wind,max_speed,WindMax,ssp126,2030,,max_speed,
Pohang_Plant,KOR,36.0095,129.3435,Wind,max_speed,WindMax,ssp126,2030,,max_speed,
Gwangyang_Plant,KOR,34.9393,127.6961,Wind,max_speed,WindMax,ssp126,2030,,max_speed,
Gunsan_Plant,KOR,35.97,126.7114,Wind,max_speed,WindMax,ssp126,2030,,max_speed,
Iksan_Plant,KOR,35.9333,127.0167,Wind,max_speed,WindMax,ssp126,2030,,max_speed,
Saehan_Recycle,KOR,35.9333,127.0167,Wind,max_speed,WindMax,ssp126,2030,,max_speed,
OCI_Shanghai,CHN,31.2304,121.4737,Wind,max_speed,WindMax,ssp126,2030,,max_speed,
MaSteel_OCI,CHN,31.6839,118.5127,Wind,max_speed,WindMax,ssp126,2030,,max_speed,
Shandong_OCI,CHN,34.7979,117.2571,Wind,max_speed,WindMax,ssp126,2030,,max_speed,
Jianyang_Carbon,CHN,26.7587,104.4734,Wind,max_speed,WindMax,ssp126,2030,,max_speed,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,Wind,max_speed,WindMax,ssp126,2030,,max_speed,
Philko_Makati,PHL,14.5995,120.9842,Wind,max_speed,WindMax,ssp126,2030,,max_speed,
OCI_HQ_Seoul,KOR,37.5649,126.9793,Wind,max_speed,WindMax,ssp126,2050,,max_speed,
OCI_Dream_Seoul,KOR,37.5172,126.9,Wind,max_speed,WindMax,ssp126,2050,,max_speed,
OCI_RnD_Seongnam,KOR,37.3219,127.119,Wind,max_speed,WindMax,ssp126,2050,,max_speed,
Pohang_Plant,KOR,36.0095,129.3435,Wind,max_speed,WindMax,ssp126,2050,,max_speed,
Gwangyang_Plant,KOR,34.9393,127.6961,Wind,max_speed,WindMax,ssp126,2050,,max_speed,
Gunsan_Plant,KOR,35.97,126.7114,Wind,max_speed,WindMax,ssp126,2050,,max_speed,
Iksan_Plant,KOR,35.9333,127.0167,Wind,max_speed,WindMax,ssp126,2050,,max_speed,
Saehan_Recycle,KOR,35.9333,127.0167,Wind,max_speed,WindMax,ssp126,2050,,max_speed,
OCI_Shanghai,CHN,31.2304,121.4737,Wind,max_speed,WindMax,ssp126,2050,,max_speed,
MaSteel_OCI,CHN,31.6839,118.5127,Wind,max_speed,WindMax,ssp126,2050,,max_speed,
Shandong_OCI,CHN,34.7979,117.2571,Wind,max_speed,WindMax,ssp126,2050,,max_speed,
Jianyang_Carbon,CHN,26.7587,104.4734,Wind,max_speed,WindMax,ssp126,2050,,max_speed,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,Wind,max_speed,WindMax,ssp126,2050,,max_speed,
Philko_Makati,PHL,14.5995,120.9842,Wind,max_speed,WindMax,ssp126,2050,,max_speed,
OCI_HQ_Seoul,KOR,37.5649,126.9793,Wind,max_speed,WindMax,ssp126,2090,,max_speed,
OCI_Dream_Seoul,KOR,37.5172,126.9,Wind,max_speed,WindMax,ssp126,2090,,max_speed,
OCI_RnD_Seongnam,KOR,37.3219,127.119,Wind,max_speed,WindMax,ssp126,2090,,max_speed,
Pohang_Plant,KOR,36.0095,129.3435,Wind,max_speed,WindMax,ssp126,2090,,max_speed,
Gwangyang_Plant,KOR,34.9393,127.6961,Wind,max_speed,WindMax,ssp126,2090,,max_speed,
Gunsan_Plant,KOR,35.97,126.7114,Wind,max_speed,WindMax,ssp126,2090,,max_speed,
Iksan_Plant,KOR,35.9333,127.0167,Wind,max_speed,WindMax,ssp126,2090,,max_speed,
Saehan_Recycle,KOR,35.9333,127.0167,Wind,max_speed,WindMax,ssp126,2090,,max_speed,
OCI_Shanghai,CHN,31.2304,121.4737,Wind,max_speed,WindMax,ssp126,2090,,max_speed,
MaSteel_OCI,CHN,31.6839,118.5127,Wind,max_speed,WindMax,ssp126,2090,,max_speed,
Shandong_OCI,CHN,34.7979,117.2571,Wind,max_speed,WindMax,ssp126,2090,,max_speed,
Jianyang_Carbon,CHN,26.7587,104.4734,Wind,max_speed,WindMax,ssp126,2090,,max_speed,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,Wind,max_speed,WindMax,ssp126,2090,,max_speed,
Philko_Makati,PHL,14.5995,120.9842,Wind,max_speed,WindMax,ssp126,2090,,max_speed,
OCI_HQ_Seoul,KOR,37.5649,126.9793,Wind,max_speed,WindMax,ssp245,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
OCI_Dream_Seoul,KOR,37.5172,126.9,Wind,max_speed,WindMax,ssp245,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
OCI_RnD_Seongnam,KOR,37.3219,127.119,Wind,max_speed,WindMax,ssp245,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Pohang_Plant,KOR,36.0095,129.3435,Wind,max_speed,WindMax,ssp245,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Gwangyang_Plant,KOR,34.9393,127.6961,Wind,max_speed,WindMax,ssp245,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Gunsan_Plant,KOR,35.97,126.7114,Wind,max_speed,WindMax,ssp245,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Iksan_Plant,KOR,35.9333,127.0167,Wind,max_speed,WindMax,ssp245,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Saehan_Recycle,KOR,35.9333,127.0167,Wind,max_speed,WindMax,ssp245,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
OCI_Shanghai,CHN,31.2304,121.4737,Wind,max_speed,WindMax,ssp245,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
MaSteel_OCI,CHN,31.6839,118.5127,Wind,max_speed,WindMax,ssp245,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Shandong_OCI,CHN,34.7979,117.2571,Wind,max_speed,WindMax,ssp245,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Jianyang_Carbon,CHN,26.7587,104.4734,Wind,max_speed,WindMax,ssp245,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
OCI_Japan_Tokyo,JPN,35.6762,139.6503,Wind,max_speed,WindMax,ssp245,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Philko_Makati,PHL,14.5995,120.9842,Wind,max_speed,WindMax,ssp245,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
OCI_HQ_Seoul,KOR,37.5649,126.9793,Wind,max_speed,WindMax,ssp245,2050,44.24947368421053,max_speed,
OCI_Dream_Seoul,KOR,37.5172,126.9,Wind,max_speed,WindMax,ssp245,2050,44.24947368421053,max_speed,
OCI_RnD_Seongnam,KOR,37.3219,127.119,Wind,max_speed,WindMax,ssp245,2050,44.08052631578947,max_speed,
Pohang_Plant,KOR,36.0095,129.3435,Wind,max_speed,WindMax,ssp245,2050,48.8278947368421,max_speed,
Gwangyang_Plant,KOR,34.9393,127.6961,Wind,max_speed,WindMax,ssp245,2050,51.01736842105263,max_speed,
Gunsan_Plant,KOR,35.97,126.7114,Wind,max_speed,WindMax,ssp245,2050,47.79526315789474,max_speed,
Iksan_Plant,KOR,35.9333,127.0167,Wind,max_speed,WindMax,ssp245,2050,47.709473684210536,max_speed,
Saehan_Recycle,KOR,35.9333,127.0167,Wind,max_speed,WindMax,ssp245,2050,47.709473684210536,max_speed,
OCI_Shanghai,CHN,31.2304,121.4737,Wind,max_speed,WindMax,ssp245,2050,43.71157894736842,max_speed,
MaSteel_OCI,CHN,31.6839,118.5127,Wind,max_speed,WindMax,ssp245,2050,25.970625,max_speed,
Shandong_OCI,CHN,34.7979,117.2571,Wind,max_speed,WindMax,ssp245,2050,21.89875,max_speed,
Jianyang_Carbon,CHN,26.7587,104.4734,Wind,max_speed,WindMax,ssp245,2050,22.507777777777772,max_speed,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,Wind,max_speed,WindMax,ssp245,2050,53.83894736842105,max_speed,
Philko_Makati,PHL,14.5995,120.9842,Wind,max_speed,WindMax,ssp245,2050,62.24210526315789,max_speed,
OCI_HQ_Seoul,KOR,37.5649,126.9793,Wind,max_speed,WindMax,ssp245,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
OCI_Dream_Seoul,KOR,37.5172,126.9,Wind,max_speed,WindMax,ssp245,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
OCI_RnD_Seongnam,KOR,37.3219,127.119,Wind,max_speed,WindMax,ssp245,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Pohang_Plant,KOR,36.0095,129.3435,Wind,max_speed,WindMax,ssp245,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Gwangyang_Plant,KOR,34.9393,127.6961,Wind,max_speed,WindMax,ssp245,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Gunsan_Plant,KOR,35.97,126.7114,Wind,max_speed,WindMax,ssp245,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Iksan_Plant,KOR,35.9333,127.0167,Wind,max_speed,WindMax,ssp245,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Saehan_Recycle,KOR,35.9333,127.0167,Wind,max_speed,WindMax,ssp245,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
OCI_Shanghai,CHN,31.2304,121.4737,Wind,max_speed,WindMax,ssp245,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
MaSteel_OCI,CHN,31.6839,118.5127,Wind,max_speed,WindMax,ssp245,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Shandong_OCI,CHN,34.7979,117.2571,Wind,max_speed,WindMax,ssp245,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Jianyang_Carbon,CHN,26.7587,104.4734,Wind,max_speed,WindMax,ssp245,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
OCI_Japan_Tokyo,JPN,35.6762,139.6503,Wind,max_speed,WindMax,ssp245,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Philko_Makati,PHL,14.5995,120.9842,Wind,max_speed,WindMax,ssp245,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
OCI_HQ_Seoul,KOR,37.5649,126.9793,Wind,max_speed,WindMax,ssp585,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
OCI_Dream_Seoul,KOR,37.5172,126.9,Wind,max_speed,WindMax,ssp585,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
OCI_RnD_Seongnam,KOR,37.3219,127.119,Wind,max_speed,WindMax,ssp585,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Pohang_Plant,KOR,36.0095,129.3435,Wind,max_speed,WindMax,ssp585,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Gwangyang_Plant,KOR,34.9393,127.6961,Wind,max_speed,WindMax,ssp585,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Gunsan_Plant,KOR,35.97,126.7114,Wind,max_speed,WindMax,ssp585,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Iksan_Plant,KOR,35.9333,127.0167,Wind,max_speed,WindMax,ssp585,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Saehan_Recycle,KOR,35.9333,127.0167,Wind,max_speed,WindMax,ssp585,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
OCI_Shanghai,CHN,31.2304,121.4737,Wind,max_speed,WindMax,ssp585,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
MaSteel_OCI,CHN,31.6839,118.5127,Wind,max_speed,WindMax,ssp585,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Shandong_OCI,CHN,34.7979,117.2571,Wind,max_speed,WindMax,ssp585,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Jianyang_Carbon,CHN,26.7587,104.4734,Wind,max_speed,WindMax,ssp585,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
OCI_Japan_Tokyo,JPN,35.6762,139.6503,Wind,max_speed,WindMax,ssp585,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Philko_Makati,PHL,14.5995,120.9842,Wind,max_speed,WindMax,ssp585,2030,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
OCI_HQ_Seoul,KOR,37.5649,126.9793,Wind,max_speed,WindMax,ssp585,2050,45.91105263157895,max_speed,
OCI_Dream_Seoul,KOR,37.5172,126.9,Wind,max_speed,WindMax,ssp585,2050,45.91105263157895,max_speed,
OCI_RnD_Seongnam,KOR,37.3219,127.119,Wind,max_speed,WindMax,ssp585,2050,46.14736842105263,max_speed,
Pohang_Plant,KOR,36.0095,129.3435,Wind,max_speed,WindMax,ssp585,2050,50.34789473684211,max_speed,
Gwangyang_Plant,KOR,34.9393,127.6961,Wind,max_speed,WindMax,ssp585,2050,53.91947368421053,max_speed,
Gunsan_Plant,KOR,35.97,126.7114,Wind,max_speed,WindMax,ssp585,2050,50.15210526315789,max_speed,
Iksan_Plant,KOR,35.9333,127.0167,Wind,max_speed,WindMax,ssp585,2050,49.76368421052632,max_speed,
Saehan_Recycle,KOR,35.9333,127.0167,Wind,max_speed,WindMax,ssp585,2050,49.76368421052632,max_speed,
OCI_Shanghai,CHN,31.2304,121.4737,Wind,max_speed,WindMax,ssp585,2050,45.220000000000006,max_speed,
MaSteel_OCI,CHN,31.6839,118.5127,Wind,max_speed,WindMax,ssp585,2050,26.386875,max_speed,
Shandong_OCI,CHN,34.7979,117.2571,Wind,max_speed,WindMax,ssp585,2050,22.2675,max_speed,
Jianyang_Carbon,CHN,26.7587,104.4734,Wind,max_speed,WindMax,ssp585,2050,23.157777777777778,max_speed,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,Wind,max_speed,WindMax,ssp585,2050,55.92105263157895,max_speed,
Philko_Makati,PHL,14.5995,120.9842,Wind,max_speed,WindMax,ssp585,2050,63.35105263157894,max_speed,
OCI_HQ_Seoul,KOR,37.5649,126.9793,Wind,max_speed,WindMax,ssp585,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
OCI_Dream_Seoul,KOR,37.5172,126.9,Wind,max_speed,WindMax,ssp585,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
OCI_RnD_Seongnam,KOR,37.3219,127.119,Wind,max_speed,WindMax,ssp585,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Pohang_Plant,KOR,36.0095,129.3435,Wind,max_speed,WindMax,ssp585,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Gwangyang_Plant,KOR,34.9393,127.6961,Wind,max_speed,WindMax,ssp585,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Gunsan_Plant,KOR,35.97,126.7114,Wind,max_speed,WindMax,ssp585,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Iksan_Plant,KOR,35.9333,127.0167,Wind,max_speed,WindMax,ssp585,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Saehan_Recycle,KOR,35.9333,127.0167,Wind,max_speed,WindMax,ssp585,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
OCI_Shanghai,CHN,31.2304,121.4737,Wind,max_speed,WindMax,ssp585,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
MaSteel_OCI,CHN,31.6839,118.5127,Wind,max_speed,WindMax,ssp585,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Shandong_OCI,CHN,34.7979,117.2571,Wind,max_speed,WindMax,ssp585,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
Jianyang_Carbon,CHN,26.7587,104.4734,Wind,max_speed,WindMax,ssp585,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
OCI_Japan_Tokyo,JPN,35.6762,139.6503,Wind,max_speed,WindMax,ssp585,2090,,,Dataset not found for hazard type Wind indicator ID max_speed: historical
